id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri,track_genre
6XYjXBkWMgGOCPbnySA3gs,Ambitions,False,32,Ambitions,2014-06-02,day,Erato,"[0.15677798861480083, 0.26911005692599627, 0.1026584440227704, 0.34514041745730567, 0.2633453510436431, 0.11577229601518038, 0.568698292220114, 0.128506641366224, 0.28238330170778014, 0.16231119544592057, 0.25400569259962064, 0.5707020872865278]","[37.39430170777988, -33.773254269449716, -61.35714611005694, -39.044098671726765, 36.82247438330171, -9.092796963946876, -35.339548387096784, -12.069134724857669, 0.7207836812144213, -2.762891840607209, -12.330508538899418, 4.5195939278937365]",0.92,0.449,192465,0.0942,0,11,0.124,-14.19,1,0.0437,203.498,1,0.21,spotify:track:6XYjXBkWMgGOCPbnySA3gs,acoustic
1s2I9Q7zAE78m7aVZOq3ug,Bang Bang - My Baby Shot Me Down,False,0,Kill Bill Vol. 1 Original Soundtrack (PA Version),2003-09-23,day,Nancy Sinatra,"[0.49309374999999994, 0.22043465909090895, 0.1144744318181818, 0.19462784090909072, 0.17342045454545485, 0.2833295454545455, 0.13445312499999998, 0.2207812500000001, 0.24830681818181805, 0.18184517045454562, 0.3796960227272724, 0.241120738636364]","[31.57490482954548, -134.1169673295453, -56.26580113636358, -38.27110653409089, 20.131024147727267, -23.60367471590911, -26.289382102272725, 5.189532670454546, 6.76557102272728, 0.005328124999999976, -9.304649147727273, -2.8911434659090927]",0.984,0.458,160440,0.12,0.0993,5,0.111,-22.644,0,0.0512,125.035,5,0.372,spotify:track:1s2I9Q7zAE78m7aVZOq3ug,acoustic
10ViidwjGLCfVtGPfdcszR,Home,False,1,Up From Below,2009-07-13,day,Edward Sharpe & The Magnetic Zeros,"[0.4226096361848572, 0.7368121927236972, 0.5269429695181909, 0.24503441494591985, 0.22344739429695168, 0.18264110127826952, 0.2700344149459192, 0.25923008849557494, 0.1488515240904623, 0.29826548672566366, 0.14762438544739442, 0.22216322517207485]","[49.574655850540736, 19.0277069813176, 28.994237954768916, -8.716822025565394, 0.759264503441493, -16.151086529006864, 2.630021632251734, 2.3945309734513267, -12.897082595870202, -5.736803343166177, -7.496873156342186, 2.5693185840707997]",0.32,0.545,306320,0.59,0.000389,2,0.124,-6.693,1,0.0327,111.739,4,0.127,spotify:track:10ViidwjGLCfVtGPfdcszR,acoustic
12jjuxN1gxlm29cqL5M6MW,I Got You,False,64,From Here To Now To You,2013-01-01,day,Jack Johnson,"[0.3245985267034993, 0.46472928176795575, 0.26705156537753233, 0.2572854511970537, 0.32102394106814, 0.20730939226519357, 0.4669484346224675, 0.2019281767955803, 0.2081712707182322, 0.11534438305709022, 0.17190423572744035, 0.4420257826887661]","[45.230467771639006, -9.70543830570902, -30.16729281767954, -2.348998158379374, 10.533189686924503, 5.893720073664832, -7.744535911602212, -11.2963443830571, -8.824830570902394, -5.7935138121546945, -14.958755064456732, -0.48385082872927976]",0.61,0.899,179347,0.399,1.52e-05,11,0.0923,-6.553,1,0.038,98.067,4,0.544,spotify:track:12jjuxN1gxlm29cqL5M6MW,acoustic
0mqTcM8kuu2IYPotMt7AzS,Make You Feel My Love,False,3,19,2008-01-28,day,Adele,"[0.24314500941619593, 0.139220338983051, 0.219169491525424, 0.3390225988700564, 0.17515254237288141, 0.3368606403013183, 0.10874199623352172, 0.14148399246704324, 0.17751412429378546, 0.23845762711864388, 0.5610753295668549, 0.13469303201506594]","[41.56155932203389, -41.103966101694915, 12.455717514124304, -12.3314406779661, 16.62395103578154, -12.295024482109238, -6.836165725047081, -0.8913785310734463, -2.9277928436911473, -5.21111299435028, -9.788802259887003, -0.0976704331450105]",0.907,0.559,212040,0.172,0.000383,10,0.105,-10.636,1,0.0291,77.025,4,0.0955,spotify:track:0mqTcM8kuu2IYPotMt7AzS,acoustic
6mFzy1Jha9RSCcQAJZ1M6y,Gangnam Style,False,34,Gangnam Style,2013-02-01,day,Jayesslee,"[0.4831226415094342, 0.262205974842767, 0.26582075471698136, 0.4254716981132074, 0.20365251572327062, 0.1958207547169813, 0.18689779874213855, 0.39339308176100646, 0.23324685534591216, 0.1410943396226417, 0.2758820754716982, 0.23340094339622658]","[44.06986635220126, -0.9956305031446548, -53.07097169811322, -26.495786163522016, 47.360018867924545, -5.978943396226411, -19.498902515723277, -8.298750000000016, 8.459551886792458, 5.734715408805026, -16.039754716981136, 5.708481132075466]",0.8,0.825,182800,0.391,0,0,0.276,-10.827,0,0.0518,114.07,4,0.591,spotify:track:6mFzy1Jha9RSCcQAJZ1M6y,acoustic
0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,False,69,+,2011-09-09,day,Ed Sheeran,"[0.24582986767485787, 0.5056616257088842, 0.19310586011342154, 0.2111568998109638, 0.2341808443604284, 0.2908783868935102, 0.33296030245746655, 0.1395028355387523, 0.2673471959672333, 0.24370888468809085, 0.26240012602394447, 0.1758393194706992]","[42.65109892879646, 0.10834530560807247, -19.0069861373661, -23.50187460617518, 18.09898802772529, -14.413378701953366, -10.757277882797737, -2.381144297416517, -10.64385822306237, -3.1451587901701332, -11.854502835538758, 0.9008998109640847]",0.694,0.526,526387,0.328,0,1,0.112,-9.864,1,0.0461,116.068,4,0.11,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,acoustic
0Qw7qGuXlVBZLcfoQ17yZn,Old Pine,False,0,Every Kingdom (Deluxe Version),2011-01-01,day,Ben Howard,"[0.4442872246696035, 0.1907867841409693, 0.21010572687224677, 0.10881321585903089, 0.3059171806167396, 0.6202378854625551, 0.26083876651982374, 0.3474740088105729, 0.19466607929515437, 0.18470748898678413, 0.09430484581497803, 0.1331612334801762]","[42.486410572687184, -9.519776211453733, -24.86931453744496, -16.72579383259914, 8.3497295154185, -25.178977092510998, -1.465476651982389, -4.447028193832593, -8.94253920704846, -3.383316299559473, -7.391869603524225, 7.722067841409689]",0.458,0.419,328507,0.358,0.0479,5,0.168,-10.749,1,0.033,128.764,4,0.226,spotify:track:0Qw7qGuXlVBZLcfoQ17yZn,acoustic
7uF4MX9BEA8E7Di2I1kdij,Wild Horses - Live / Remastered 2009,False,0,Stripped,1995-01-13,day,The Rolling Stones,"[0.4138333333333328, 0.23799668874172164, 0.3432152317880795, 0.1393653421633554, 0.19064679911699797, 0.1773454746136864, 0.24035982339955828, 0.4829006622516553, 0.20155408388520962, 0.368016556291391, 0.19769426048565117, 0.31486313465783655]","[45.70277483443714, 3.246631346578365, -21.506405077262666, -13.39654194260486, 18.32764017660043, -21.9706269315673, -9.221959161147904, -3.5207604856512194, -9.796132450331136, -2.28702097130243, -10.02223509933776, 5.155200883002208]",0.551,0.566,309400,0.47,2.57e-05,7,0.1,-8.819,1,0.0281,73.026,4,0.203,spotify:track:7uF4MX9BEA8E7Di2I1kdij,acoustic
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,False,72,Is There Anybody Out There?,2014-01-20,day,A Great Big World,"[0.09035346756152124, 0.17805369127516785, 0.6034272930648774, 0.07928187919463085, 0.23870693512304245, 0.09661968680089482, 0.306476510067114, 0.2870805369127518, 0.11389932885906044, 0.46422595078299794, 0.09793064876957501, 0.25674720357941855]","[42.50545637583893, -8.075970917225968, 11.00657494407158, -10.659796420581651, 32.26076510067115, -15.60846979865771, -19.440277404921684, 3.6586532438478776, -4.480228187919464, -2.343480984340045, -7.565583892617453, 2.2642572706935136]",0.857,0.407,229400,0.147,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,acoustic
6gr1b9QdhEkAfGbq07dBSf,Scene Three - Stomach Tied In Knots,False,49,"If you were a movie, this would be your soundtrack",2012-06-26,day,Sleeping With Sirens,"[0.22185611510791411, 0.506260431654676, 0.4245582733812946, 0.22015251798561164, 0.3671107913669066, 0.23628776978417218, 0.349536690647482, 0.18291942446043172, 0.25789496402877715, 0.5858, 0.2448201438848921, 0.29969928057553963]","[47.19865179856115, 33.918094964028775, 8.484930935251802, -10.962195683453247, 26.900804316546765, -12.696153956834536, -3.455221582733811, -3.4651712230215805, -15.818066187050366, -2.3178374100719408, -10.557840287769784, 0.7572302158273384]",0.433,0.639,209573,0.435,0,9,0.11,-8.328,1,0.0494,110.061,4,0.613,spotify:track:6gr1b9QdhEkAfGbq07dBSf,acoustic
54JkQYApvJ6oan1kpJRKVS,Wonderful World,False,18,High Skool Rocks,2007-01-01,day,James Morrison,"[0.2827295774647885, 0.46993098591549287, 0.2192408450704224, 0.31728591549295787, 0.26497183098591526, 0.333167605633803, 0.3386676056338028, 0.23441408450704213, 0.474592957746479, 0.22923802816901415, 0.2783774647887321, 0.18680985915492948]","[51.31349859154929, 32.07898450704226, 23.39022535211268, -10.675028169014091, 20.391139436619707, -27.15667464788731, 5.207574647887316, -0.8238042253521134, -9.35443802816901, 0.5603239436619726, -9.25164647887324, -0.7654084507042259]",0.052,0.485,212413,0.679,0,1,0.0961,-5.31,1,0.0281,79.016,4,0.596,spotify:track:54JkQYApvJ6oan1kpJRKVS,acoustic
1ZXSLHLp5AJnCp12UXdYiO,Sex On Fire,False,48,Youtube Sessions,2011-12-10,day,Alex Cornell,"[0.10262402496099857, 0.09886739469578791, 0.14024804992199708, 0.07229485179407172, 0.11784243369734793, 0.11334321372854911, 0.19735725429017165, 0.9340093603744151, 0.26254914196567836, 0.14677067082683337, 0.07739781591263661, 0.14005460218408736]","[44.662595943837765, 9.463907956318247, -82.22633853354144, -29.590478939157567, 3.58238689547582, -29.060432137285478, -41.13543213728546, -22.034978159126346, -5.225875195007804, 5.7115382215288575, -10.127330733229321, -1.4986723868954768]",0.844,0.476,185500,0.408,0.111,7,0.125,-11.216,1,0.0305,90.055,4,0.0568,spotify:track:1ZXSLHLp5AJnCp12UXdYiO,acoustic
0Cll7d8lmNn05ZOVm5l5va,Over The Rainbow/What A Wonderful World,False,42,Music From The Motion Picture Fred Claus,2007-11-13,day,"Israel ""IZ"" Kamakawiwoole","[0.516458221024259, 0.14062713387241682, 0.16977538185085353, 0.12080682839173426, 0.35664690026954177, 0.19499191374663052, 0.10091823899371091, 0.17622641509433976, 0.09145283018867935, 0.2521662174303684, 0.12356783468104246, 0.22653099730458218]","[40.840355795148255, -32.71485354896675, -53.15754716981128, -25.401644204851763, 49.120061994609124, -9.578287511230915, -30.009447439353067, -10.658416891284809, -11.285622641509446, 0.8660044923629854, -7.385986522911056, 14.512164420485185]",0.928,0.675,304467,0.16,7.86e-05,0,0.0762,-13.6,1,0.039,85.105,4,0.661,spotify:track:0Cll7d8lmNn05ZOVm5l5va,acoustic
2vO1wr5wIEHqQmY4jWbuhi,Angel,False,59,Sleep Through The Static,2008,year,Jack Johnson,"[0.3822784431137725, 0.11268562874251498, 0.1795508982035928, 0.4491586826347304, 0.11952694610778447, 0.2648053892215573, 0.1212514970059881, 0.28388622754491033, 0.14998203592814355, 0.1072065868263474, 0.2837005988023951, 0.302637724550898]","[34.04883832335327, -41.88827245508985, -93.30928143712573, -29.46880538922154, 5.24432035928144, -6.3419491017964065, -23.827020958083835, -12.35220359281438, 8.09175149700599, 4.393230538922157, -16.834443113772448, 2.8085508982035945]",0.896,0.619,122707,0.0568,0.0967,3,0.114,-19.197,1,0.0433,176.279,4,0.357,spotify:track:2vO1wr5wIEHqQmY4jWbuhi,acoustic
6jQlAObMMtULuYctlVjCLg,No Aphrodisiac - Original,False,0,Eternal Nightcap,1997,year,The Whitlams,"[0.35925652667423374, 0.411029511918275, 0.48675368898978405, 0.20317139614074928, 0.35367990919409764, 0.41339160045402945, 0.26090805902383657, 0.3757162315550513, 0.25399205448354145, 0.4685266742338257, 0.2936844494892169, 0.1962576617480139]","[47.1049557321226, 7.703693530079453, 2.3963076049943273, -12.108884222474458, 10.082215664018156, -21.55260385925089, -17.607626560726423, -2.4239625425652656, -14.649288308740072, -6.657341657207721, -5.692524404086261, -3.834318955732119]",0.355,0.455,259493,0.607,8.27e-06,2,0.119,-8.27,0,0.039,74.52,4,0.636,spotify:track:6jQlAObMMtULuYctlVjCLg,acoustic
4LloVtxNZpeh7q7xdi1DQc,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",False,69,Where the Light Is: John Mayer Live In Los Angeles,2008,year,John Mayer,"[0.51332972972973, 0.1895702702702704, 0.20326891891891896, 0.11523648648648663, 0.19166351351351374, 0.4483810810810809, 0.16614999999999996, 0.29917837837837846, 0.19965405405405398, 0.4358067567567567, 0.4706202702702699, 0.22717432432432458]","[40.687813513513476, -9.495975675675677, 11.88003918918919, -9.116200000000001, 35.51288783783783, -19.95371891891891, -6.054860810810806, -1.0618621621621627, -2.758466216216221, -0.9614000000000013, -8.306999999999993, -4.588031081081083]",0.771,0.315,263573,0.296,0,5,0.702,-13.262,1,0.0315,173.509,4,0.435,spotify:track:4LloVtxNZpeh7q7xdi1DQc,acoustic
3GEKqgBUD2WQIsuVBv9rU0,American Boy - Radio 1 Live Lounge,False,40,21st Century Life (EP2),2008-01-01,day,Sam Sparro,"[0.35775773195876276, 0.427219072164948, 0.27890979381443315, 0.45290592783505174, 0.25444587628865983, 0.2861327319587628, 0.34838917525773194, 0.2669510309278347, 0.38021262886597945, 0.26018041237113393, 0.3558711340206183, 0.37324871134020593]","[48.70252963917529, -1.0426481958762892, -9.809429123711334, -5.117420103092788, 45.649346649484556, -10.045119845360828, -0.3320064432989684, 7.314775773195881, -6.887436855670095, -0.7659239690721649, -20.7742538659794, -2.1510592783505196]",0.474,0.692,217133,0.564,0,3,0.112,-6.053,0,0.0918,103.555,4,0.637,spotify:track:3GEKqgBUD2WQIsuVBv9rU0,acoustic
6FOkXQQZgwjW2PpHxkTuyv,Bad Romance - Live,False,39,This Is War (Deluxe),2009,year,Thirty Seconds To Mars,"[0.46772060409924454, 0.31074865156418563, 0.21823948220064748, 0.16935167206041005, 0.3384951456310678, 0.3025436893203883, 0.23233872707659117, 0.43041963322545884, 0.2964077669902915, 0.4720701186623516, 0.19363538295577098, 0.23303991370010804]","[47.75222114347358, -6.993339805825248, -10.026908306364612, -22.080238403451997, 24.318820927723834, -21.0829115426106, -12.81146925566344, -9.027893203883488, 6.474093851132689, -0.948329018338728, -11.078302049622446, -0.9402437971952534]",0.529,0.54,282147,0.488,0.000104,0,0.197,-7.013,1,0.0311,104.715,4,0.149,spotify:track:6FOkXQQZgwjW2PpHxkTuyv,acoustic
6TKhMnW63mUIgu3MW9P580,Diamonds,False,0,Every Kingdom (Deluxe Version),2011-01-01,day,Ben Howard,"[0.5240619718309855, 0.384507042253521, 0.39609671361502313, 0.19182816901408462, 0.26032300469483555, 0.2506140845070421, 0.3300300469483565, 0.3832356807511736, 0.2478328638497651, 0.38655962441314573, 0.28518122065727697, 0.34994366197183113]","[45.190662910798146, 3.8983436619718317, -20.978513615023484, -9.93622253521127, 0.9876159624413151, -28.115641314554033, -7.276769953051644, -6.040027230046939, 0.10082253521126908, 3.239081690140849, -5.970716431924878, -1.0350356807511742]",0.0845,0.623,246773,0.675,0.0109,7,0.155,-10.132,1,0.0379,119.946,4,0.235,spotify:track:6TKhMnW63mUIgu3MW9P580,acoustic
6qTmjG7thRJEOaUKFmfjGR,The Last Day on Earth,False,44,Curiouser,2008-10-18,day,Kate Miller-Heidke,"[0.6112954292084725, 0.3401382385730211, 0.22646934225195114, 0.1480947603121517, 0.32579375696767005, 0.31653623188405805, 0.12053288740245277, 0.29745039018952063, 0.12242474916387984, 0.23065217391304355, 0.11156521739130455, 0.1921192865105908]","[46.903012263099285, -36.993693422519605, -4.407661092530658, -7.608063545150504, 42.90908361204012, -24.967541806020105, -6.841537346711241, -12.031755852842815, 3.6899264214046834, -1.1598896321070225, -8.223284280936458, -8.01590969899665]",0.564,0.61,287093,0.44,0.000897,0,0.0923,-7.864,1,0.0256,79.002,4,0.168,spotify:track:6qTmjG7thRJEOaUKFmfjGR,acoustic
2QaaXYzEzLio3POCFCI19r,Machines,False,42,Puzzle,2007-05-28,day,Biffy Clyro,"[0.42681681681681705, 0.15345645645645653, 0.359512012012012, 0.11440390390390397, 0.26147597597597605, 0.1287552552552552, 0.22091141141141135, 0.5991726726726728, 0.3356921921921924, 0.32799549549549556, 0.14250750750750743, 0.2981336336336337]","[44.48233633633629, -20.551684684684673, 9.376103603603605, -4.127765765765764, 23.310620120120106, -16.839657657657675, 9.16664564564564, -8.675259759759752, -26.832825825825836, -11.163237237237253, -7.744839339339323, 6.353304804804803]",0.606,0.644,236080,0.337,0.0169,7,0.301,-10.906,1,0.0295,108.041,4,0.31,spotify:track:2QaaXYzEzLio3POCFCI19r,acoustic
6MDTpYxPFL0wtFd0pjfKws,Rhythm Of Love,False,60,Wonders Of The Younger,2010-01-01,day,Plain White T's,"[0.35696153846153805, 0.41731538461538525, 0.21795128205128217, 0.36499358974358986, 0.20790897435897446, 0.2664884615384616, 0.28062179487179484, 0.376852564102564, 0.5821217948717955, 0.2345320512820512, 0.25591025641025655, 0.15282179487179487]","[47.34622435897431, 21.246683333333305, -33.38036923076928, -20.68379615384619, 18.866841025641023, -22.808005128205107, -14.18618333333335, -1.8362333333333318, -0.10504487179487147, 6.611960256410253, -9.3709782051282, 2.3125205128205133]",0.356,0.531,200200,0.542,0,8,0.119,-7.721,1,0.0432,171.878,4,0.726,spotify:track:6MDTpYxPFL0wtFd0pjfKws,acoustic
1EKfyIWznKN5EeK2i6IV3n,Summer Of '69 - MTV Unplugged Version,False,0,MTV Unplugged,1997-01-01,day,Bryan Adams,"[0.21877927321668933, 0.4181803499327053, 0.5882691790040376, 0.23834724091520837, 0.4039300134589499, 0.19863122476446837, 0.26517765814266525, 0.16720592193808903, 0.20729744279946163, 0.54185868102288, 0.19853566621803492, 0.25591790040376866]","[48.171220726783275, 26.2007604306864, 25.759598923283978, -6.84396904441453, 43.224756393001314, -23.77292193808884, -6.749188425302826, -0.37390578734858676, -11.024900403768507, -3.1168358008075336, -6.802582772543747, 2.59835262449529]",0.347,0.467,242027,0.609,1.2e-06,2,0.979,-7.791,1,0.0374,141.207,4,0.406,spotify:track:1EKfyIWznKN5EeK2i6IV3n,acoustic
3bhEeOaJWG0JDoF1hd2IUm,Half of My Heart (feat. Savannah Outen),False,0,"Cover Collaborations, Vol. 1",2010-12-06,day,Boyce Avenue,"[0.8296674528301892, 0.3869587264150942, 0.4296922169811316, 0.2540271226415095, 0.2994563679245288, 0.30260377358490553, 0.1780518867924527, 0.3524952830188681, 0.20948113207547167, 0.4209316037735847, 0.3759198113207551, 0.4810943396226424]","[49.15961438679245, 43.0323172169811, 9.58878066037735, -8.470987028301888, 26.38173584905657, -21.776902122641502, -11.223595518867919, -3.409708726415098, -7.2212582547169815, -1.2880176886792456, -4.531923349056607, -0.41210966981131947]",0.22,0.657,233861,0.759,0,5,0.302,-6.711,1,0.0467,118.493,4,0.811,spotify:track:3bhEeOaJWG0JDoF1hd2IUm,acoustic
5ULhLmoyMiCyd3a2pQZYsw,Everything'll Be Alright (Will's Lullaby),False,45,We Were Here,2006,year,Joshua Radin,"[0.22528755364806863, 0.17942703862660944, 0.08522961373390571, 0.1681309012875539, 0.29362017167381993, 0.1729291845493563, 0.4923712446351929, 0.14414163090128765, 0.1966030042918456, 0.10305579399141629, 0.15544206008583678, 0.4327489270386266]","[35.56095064377684, -11.439047210300426, -55.23048927038626, -24.820927038626614, -15.415163090128736, -15.22803218884121, -10.990727467811151, -9.7418948497854, 0.5003626609442059, -0.2818755364806865, -12.137435622317598, 7.615682403433471]",0.693,0.53,160453,0.157,0.197,11,0.113,-18.86,1,0.0354,171.784,4,0.395,spotify:track:5ULhLmoyMiCyd3a2pQZYsw,acoustic
6Zewjs7at1sPyc03lUoAHB,Save Your Scissors,False,43,Sometimes,2005-10-04,day,City and Colour,"[0.2502997572815534, 0.3839635922330095, 0.18145145631067958, 0.5262876213592241, 0.3698143203883493, 0.13333980582524294, 0.5207063106796118, 0.1924126213592232, 0.349859223300971, 0.17350242718446593, 0.22001941747572848, 0.574088592233009]","[51.855133495145665, 59.7001735436893, 27.715206310679612, -5.564904126213592, 50.60825970873796, -22.32087014563106, -13.75453033980581, -10.906774271844668, -12.650733009708741, -0.7035449029126217, -6.304031553398052, 4.866487864077668]",0.815,0.439,288627,0.647,0,11,0.0928,-5.634,1,0.0274,153.932,4,0.567,spotify:track:6Zewjs7at1sPyc03lUoAHB,acoustic
4AFBHrMN93QKtyQP5Pmz1t,Perfect,False,38,The Best Of The 80's,2007-12-10,day,Fairground Attraction,"[0.47129846938775516, 0.44197448979591886, 0.43074362244897985, 0.2046071428571427, 0.22961862244897968, 0.24549362244897954, 0.2351288265306122, 0.21424744897959166, 0.19655994897959214, 0.25230229591836756, 0.32417984693877555, 0.4500994897959185]","[50.05009693877554, 16.992977040816314, -12.842029336734699, -8.616284438775514, 36.75169515306124, -17.5541288265306, -2.120016581632654, -3.293823979591842, 5.3039043367346945, 0.5384323979591841, -12.143353316326532, -7.636210459183675]",0.222,0.571,214200,0.432,0,9,0.131,-4.704,0,0.0405,138.768,4,0.598,spotify:track:4AFBHrMN93QKtyQP5Pmz1t,acoustic
22gLGCKbFKwmgZhrpVcnFb,Fields Of Gold,False,54,Fields Of Gold - The Best Of Sting 1984 - 1994,1994-01-01,day,Sting,"[0.2560163727959694, 0.3240957178841315, 0.46863602015113304, 0.13026448362720405, 0.15723551637279598, 0.10551511335012603, 0.2749584382871536, 0.3002531486146091, 0.17302770780856425, 0.357243073047859, 0.17389042821158673, 0.3650730478589417]","[42.67081863979851, -27.461612090680084, -20.32733375314859, -13.382712846347584, 15.383396725440816, -30.249396725440764, 7.217855163727955, -7.846704030226696, -13.679596977329984, -4.86110327455919, -6.771238035264485, 3.580697732997485]",0.346,0.653,217733,0.344,0.0155,2,0.0715,-11.758,1,0.0246,104.009,4,0.291,spotify:track:22gLGCKbFKwmgZhrpVcnFb,acoustic
2R6Jx4Hd30WrFSsBwfGpDY,I Think It's Going To Rain Today - Live,False,28,Higher Ground (Live),2005-01-01,day,Norah Jones,"[0.22113231552162835, 0.2093358778625955, 0.2645623409669211, 0.21381424936386778, 0.15759796437659027, 0.37004834605597986, 0.19035623409669208, 0.27407124681933837, 0.18087531806615786, 0.21738931297709935, 0.6610203562340966, 0.18312722646310423]","[36.831987277353704, -64.7172824427481, 3.230310432569974, -14.85474809160306, 60.40122137404578, -14.420567430025448, -25.92249363867685, -2.082137404580151, 2.321211195928752, -0.9154580152671755, -9.34412468193384, 2.2436615776081394]",0.984,0.464,184067,0.0825,3.11e-05,3,0.704,-12.457,1,0.0434,104.138,3,0.198,spotify:track:2R6Jx4Hd30WrFSsBwfGpDY,acoustic
6G0MfBXF1QlLpgP8pKngzs,Shoreline - Radio Version,False,47,Shoreline,2005-06-01,day,Anna Ternheim,"[0.2250071174377227, 0.0857846975088968, 0.1985106761565835, 0.10780071174377234, 0.16922064056939506, 0.1397188612099644, 0.19476512455516026, 0.4827864768683273, 0.09390391459074726, 0.3298914590747333, 0.1673665480427048, 0.2642366548042705]","[39.037003558718844, -93.34416192170826, 13.513469750889678, -16.896227758007107, 40.03155693950175, -20.550569395017817, -37.653601423487544, 0.2588540925266903, -15.079526690391464, -6.857804270462635, -1.0900320284697516, -2.95891103202847]",0.992,0.357,212293,0.108,0.000648,7,0.109,-15.385,1,0.0363,117.584,4,0.201,spotify:track:6G0MfBXF1QlLpgP8pKngzs,acoustic
6WVtfUA8r0iYmQotCRVp2J,Bette Davis Eyes,False,0,Karen Souza Essentials,2011-03-01,day,Jazzystics feat. Karen Souza,"[0.4412239657631955, 0.31228958630527814, 0.2892596291012837, 0.16108131241084178, 0.2080499286733237, 0.1940927246790299, 0.19710128388017106, 0.2561469329529244, 0.1921084165477888, 0.2530028530670468, 0.18978031383737518, 0.22908987161198285]","[43.217738944365195, 20.170972895863066, -34.516239657631935, -14.309071326676168, 16.6407760342368, -16.81947931526391, -7.010142653352358, -0.5643452211126972, 2.8541497860199714, 7.53009557774607, -15.692349500713274, -9.461811697574905]",0.247,0.741,238627,0.319,0,0,0.105,-9.245,1,0.0296,100.006,4,0.177,spotify:track:6WVtfUA8r0iYmQotCRVp2J,acoustic
45OfPYbQJEMq0kvKY5Yk4u,Fall At Your Feet,False,35,She Will Have Her Way - The Songs Of Tim & Neil Finn,2005-01-01,day,Clare Bowditch,"[0.3185835777126099, 0.2395249266862169, 0.33630498533724357, 0.1384105571847509, 0.24802932551319648, 0.4488343108504399, 0.14812609970674487, 0.22896480938416447, 0.1450909090909092, 0.3148607038123166, 0.32428885630498533, 0.14818181818181828]","[47.269586510263906, -11.856165689149552, -11.192992668621704, -21.971687683284454, 14.292640762463353, -29.248016129032248, 6.822623167155426, -3.507470674486801, 0.7075425219941334, -0.6125938416422285, -7.900680351906165, 1.53142668621701]",0.233,0.516,230067,0.512,0.00343,5,0.126,-8.978,1,0.0273,100.493,4,0.141,spotify:track:45OfPYbQJEMq0kvKY5Yk4u,acoustic
4oa14QBfWRDfJy2agySy0L,Gravity,False,64,Little Voice,2007-07-03,day,Sara Bareilles,"[0.4202607944732296, 0.1965751295336789, 0.3877599309153712, 0.15598445595854937, 0.3188359240069085, 0.3309637305699478, 0.14706908462867016, 0.3858635578583765, 0.11595509499136443, 0.26434024179620036, 0.15813471502590673, 0.36867875647668424]","[43.520989637305675, -14.275050086355765, 5.261181347150251, -20.765751295336802, 38.928696027633855, -20.953129533678755, -18.375685664939564, -1.7850725388601025, -4.651910189982731, -5.234150259067357, -7.071278065630387, 1.5838065630397233]",0.834,0.27,232760,0.275,0,0,0.146,-10.357,1,0.0356,168.964,4,0.231,spotify:track:4oa14QBfWRDfJy2agySy0L,acoustic
3ShCJTrnhjvUpL234S4QbJ,Stay,False,39,Stay,2013-01-07,day,Shaun Reynolds,"[0.4789857594936708, 0.27354430379746847, 0.4064794303797468, 0.20303797468354426, 0.3604050632911394, 0.24081962025316433, 0.16940506329113922, 0.37146993670886075, 0.18822626582278493, 0.45631962025316414, 0.19722468354430353, 0.28963924050632917]","[43.606886075949404, -20.229867088607577, 17.906115506329105, -13.611620253164563, 48.22734177215192, -13.28422943037975, -15.518484177215177, -2.8480221518987334, -5.187517405063292, -3.8554113924050637, -10.949651898734178, -1.291748417721519]",0.927,0.594,242925,0.344,0,9,0.111,-9.602,0,0.0354,111.735,4,0.32,spotify:track:3ShCJTrnhjvUpL234S4QbJ,acoustic
4BhEQsifqbzCdknLf52O1G,Young Bodies,False,35,"Song Spells, No.1: Cedarsmoke",2014-07-08,day,Sea Wolf,"[0.23710209424083753, 0.13355759162303693, 0.23459031413612547, 0.08526047120418857, 0.26523691099476426, 0.5025850785340313, 0.3522303664921467, 0.3849214659685865, 0.1454869109947646, 0.2655431937172772, 0.2133769633507854, 0.11473821989528818]","[38.52785471204186, -89.4756505235601, -85.47891492146606, -26.880519633507834, 13.412090314136154, -22.326981675392684, -18.221367801047137, -22.63679188481677, 1.1328664921465976, 0.5142892670157063, -10.616977748691093, 5.396383507853398]",0.938,0.694,209267,0.237,0.296,5,0.109,-16.391,1,0.0413,136.866,4,0.331,spotify:track:4BhEQsifqbzCdknLf52O1G,acoustic
